Sector,Camera,CCD,RA_center,DEC_center,ROTATION,RA_corner1,DEC_corner1,RA_corner2,DEC_corner2,RA_corner3,DEC_corner3,RA_corner4,DEC_corner4
20,2,1,137.51396343277605,67.07237936683583,146.12610381878005,158.1068567121099,67.36791225165436,141.1191479733031,58.73917195929175,117.87958657311614,63.991899334874375,129.72106292504895,75.2167342398555
20,2,2,103.6224261827258,70.92545765417779,178.7866932905741,129.12578000687688,75.30070062452823,117.48511958509317,64.05226512507531,89.15742060604033,64.38915679974195,80.86824152381729,75.54452292414375
20,2,3,102.85469726736694,58.61126954815956,-2.025480309326656,93.18612001008411,52.817469813183486,89.28782149447314,64.12250695328424,117.3309628382177,63.773005121206694,112.60157917371978,52.13360674021407
20,2,4,125.7318861224964,56.05992596680696,-20.512056765012375,112.86799776659456,52.10078329500881,117.72090320396913,63.73011697428189,140.81958086329783,58.520879088143055,130.67335035947312,48.70784577319793
20,3,1,104.22718433161529,82.50713054053287,0.3645797834788236,80.51759158891088,75.7789181281328,28.30539062117228,83.76522988514972,181.31001321736474,83.66550040967964,129.1269231897376,75.28643271311545
20,3,2,163.68452580719295,75.40391602310237,-57.45494416316751,129.68886427726528,75.21531244265749,181.61174588346756,83.50624466379031,190.3151692053622,71.39555830253659,158.87981522847457,67.59379097075139
20,3,3,216.09390971770614,76.58995831087458,67.74282329351901,224.89232099945662,69.06637395344582,191.15389839027387,71.4163804686609,184.0094570242875,83.56545251712495,254.62530540798997,77.59980781891593
20,3,4,285.4286468949086,85.19736079026964,1.8813687045695306,255.23209260295567,77.6916629186935,183.58987530020238,83.72355997207882,26.0482842755207,83.81789867249171,314.17452352772506,78.18747027770839
20,4,1,285.6186597710294,73.61771358626287,-179.90563649854985,313.3024098676041,77.9525669867935,301.5351309273087,66.96910606945374,270.1661263612031,66.67246331908049,254.8418167512395,77.71680960175257
20,4,2,247.6849870480942,69.32391312847055,-142.50731300156724,254.14656090251518,77.6407584954975,269.7601058366962,66.63707259060132,245.0569877428684,60.90058307550519,225.30139327224512,68.89800821127383
20,4,3,261.72992413314574,58.5696643815737,22.65217631546754,256.90819017622107,51.134456582200855,245.41652056673797,60.67471257086112,269.96420048246597,66.34773412163494,275.61631217465515,54.77293449028882
20,4,4,286.3061633355621,61.29950540001073,2.242765758544896,275.8952979684324,54.80380246617776,270.36013599782854,66.39616882315836,301.37663773840563,66.69839155085394,296.5857836877457,55.449583829585364
21,1,1,153.6715846202377,36.742202103743324,153.76557289351592,163.34797073187391,38.92132322367016,156.98086386588923,28.713990110114768,143.83695980760785,33.53508942081854,149.4402276714725,44.62651084499045
21,1,2,138.57313921590745,41.24173211727953,164.0800291665518,149.21291736081565,44.6854897187886,143.6398187984408,33.583307754556046,129.19983285844953,36.84347411201383,132.7570676033831,48.02834356420318
21,1,3,134.50442653785353,29.397558866036952,-15.439400288866592,126.85534898070826,25.282642694053113,129.1346049944868,36.60356433896872,143.53123479384095,33.341660183295524,139.2650041478745,22.043201691891912
21,1,4,147.93631944232084,25.446951768488596,-20.86495555533133,139.44404706314882,21.987983701641642,143.7251146192342,33.28049642637676,156.8454837360387,28.484102366352197,151.34983124237968,18.156435660651944
